STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA CTRY,Region,INDICATOR,SEX,TIME_PERIOD,OBS_VALUE,UNIT_MULTIPLIER,UNIT_MEASURE,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,TIME_PERIOD_METHOD,REF_PERIOD,COVERAGE_TIME,AGE
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GAB,2,PT_CHLD_Y0T4_REG,M,2021,95.7,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2019-21,,,EOF,,2019-21,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GAB,2,PT_CHLD_Y0T4_REG,F,2021,95.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2019-21,,,EOF,,2019-21,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GMB,3,PT_CHLD_Y0T4_REG,M,2020,60.3,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GMB,3,PT_CHLD_Y0T4_REG,F,2020,57.7,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GMB,3,PT_CHLD_Y0T4_REG,_T,2020,59,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UZB,7,PT_CHLD_Y0T4_REG,_T,2022,100,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2021-22,,,EOF,,2021-22,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UZB,7,PT_CHLD_Y0T4_REG,M,2022,100,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2021-22,,,EOF,,2021-22,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UZB,7,PT_CHLD_Y0T4_REG,F,2022,100,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2021-22,,,EOF,,2021-22,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,VUT,6,PT_CHLD_Y0T4_REG,_T,2023,76.7,,PCNT,RP,,,,,One out of 238 EAs was not visited due to bad weather,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2023,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,VUT,6,PT_CHLD_Y0T4_REG,M,2023,76.4,,PCNT,RP,,,,,One out of 238 EAs was not visited due to bad weather,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2023,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,VUT,6,PT_CHLD_Y0T4_REG,F,2023,77.1,,PCNT,RP,,,,,One out of 238 EAs was not visited due to bad weather,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2023,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,VEN,1,PT_CHLD_Y0T4_REG,_T,2017,81.3,,PCNT,RA,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Vital registration system 2017,,,EOF,,2017,Y0T4
